model,kanal,id,url,topic_manual,topic2_manual,topic_ai,tone_manual,tone_ai,reason_ai,seconds
qwen3.6:27b,mehrnews,354833,https://t.me/mehrnews/354833,military,domestic_politics,military,neutral,neutral,"The post reports on damage to medical infrastructure caused by the ongoing war, which falls under military events in Iran.",11.3
qwen3.6:27b,mehrnews,375451,https://t.me/mehrnews/375451,other,,other,neutral,neutral,"The post reports on an actor's attendance at a religious celebration program, which falls under culture and does not fit the specific political or military topic definitions.",10.9
qwen3.6:27b,mehrnews,378543,https://t.me/mehrnews/378543,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,"The post commemorates a specific deceased martyr (Ghafour Jady Ardabili) and the origin of the tradition of shrouding martyrs in the Iranian flag, focusing on remembrance and tribute.",21.4
qwen3.6:27b,mehrnews,357920,https://t.me/mehrnews/357920,domestic_politics,,military,neutral,triumphant,"The post reports on successful medical outcomes (births) during the war to illustrate resilience and hope, which constitutes a celebratory or triumphant tone regarding the continuity of life amidst conflict.",15.8
qwen3.6:27b,mehrnews,377170,https://t.me/mehrnews/377170,diplomacy,,diplomacy,neutral,neutral,"The post reports on a diplomatic meeting between the Iranian Foreign Minister and the Chinese Foreign Minister, which falls under international relations and negotiations.",12.1
qwen3.6:27b,mehrnews,383801,https://t.me/mehrnews/383801,other,,other,neutral,neutral,"The post reports on a traffic accident and the resulting injuries, which falls under accidents and does not fit the specific political or military categories.",12.4
qwen3.6:27b,mehrnews,383949,https://t.me/mehrnews/383949,ideology_propaganda,,ideology_propaganda,neutral,mobilizing,The post reports on a pro-government rally ('Janfeda' motorcade) which serves as a mobilizing event for support of the regime and armed forces during the war.,16.7
qwen3.6:27b,mehrnews,379683,https://t.me/mehrnews/379683,other,,other,neutral,neutral,"The post reports on a ceremonial event involving the national football team, which falls under sports and culture, not covered by the specific political or military topics.",12.5
qwen3.6:27b,mehrnews,403296,https://t.me/mehrnews/403296,domestic_politics,other,domestic_politics,neutral,neutral,"The post reports on the stabilization and repair of a localized subsidence incident at a metro construction site in Qom, which falls under infrastructure repair and disaster response by local authorities.",16.4
qwen3.6:27b,mehrnews,347818,https://t.me/mehrnews/347818,ideology_propaganda,,ideology_propaganda,neutral,neutral,"The post promotes religious-political slogans and revolutionary values associated with the Islamic Republic's ideology, specifically referencing the 'Fajr decade' style and the Mahdi.",15.6
qwen3.6:27b,mehrnews,396942,https://t.me/mehrnews/396942,military,,military,neutral,neutral,"The post reports on explosions and damage in Kuwait, a Gulf state involved in the conflict, which falls under the military topic definition.",12.6
qwen3.6:27b,mehrnews,352988,https://t.me/mehrnews/352988,military,,military,triumphant,neutral,"The post reports on the sound of sirens in Israel due to Iranian missile strikes, which classifies as war events in Israel connected to the conflict involving Iran, and uses standard hostile labels without explicit new accusations or threats.",17.8
qwen3.6:27b,mehrnews,397436,https://t.me/mehrnews/397436,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a diplomatic meeting between the foreign ministers of China and Pakistan, which falls under foreign affairs as it concerns events between other countries without direct Iranian involvement or connection to the resistance axis.",13.1
qwen3.6:27b,mehrnews,362508,https://t.me/mehrnews/362508,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on a military attack by Hezbollah, which falls under the resistance axis topic as Iran is not the acting party.",13.7
qwen3.6:27b,mehrnews,351503,https://t.me/mehrnews/351503,resistance_axis,,resistance_axis,accusatory,neutral,"The post reports on statements by the leader of the Houthis (Yemen), which falls under the resistance_axis topic, and uses standard descriptive labels for the conflict without explicit accusatory rhetoric directed at a specific opponent in a way that overrides the neutral tone rule for such terms.",19.7
qwen3.6:27b,mehrnews,366305,https://t.me/mehrnews/366305,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on the arrest of individuals labeled as traitors by state security forces, which constitutes an internal security matter and uses accusatory language ('traitors') against political opponents without a reported court verdict.",15.5
qwen3.6:27b,mehrnews,363447,https://t.me/mehrnews/363447,military,,military,neutral,accusatory,"The post reports on a military strike by US-Israeli forces on a residential building in Tehran, which falls under war events involving Iran and its adversaries.",14.9
qwen3.6:27b,mehrnews,375792,https://t.me/mehrnews/375792,ideology_propaganda,domestic_politics,domestic_politics,neutral,neutral,"The post reports on the head of the judiciary praising citizens for attending pro-government rallies, which falls under domestic politics as it concerns internal state actions and public order, and the tone is neutral as it is a factual report of an official statement without explicit mobilizing imperatives or triumphant evaluative language.",18.4
qwen3.6:27b,mehrnews,398473,https://t.me/mehrnews/398473,military,,military,neutral,neutral,"The post reports on satellite imagery showing damage to a US airbase in Jordan, which is classified as a military event in the context of the war involving Iran, the USA, and Israel.",14.1
qwen3.6:27b,mehrnews,393172,https://t.me/mehrnews/393172,ideology_propaganda,mourning_commemoration,mourning_commemoration,triumphant,neutral,"The post reports on a former Israeli official's statement praising the power of the Iranian system based on the funeral procession, which falls under mourning/commemoration events and is reported neutrally without explicit celebratory or threatening language from the source itself.",20.9
qwen3.6:35b,Tasnimnews,424439,https://t.me/Tasnimnews/424439,diplomacy,,diplomacy,neutral,neutral,"The post reports on diplomatic negotiations and procedural disagreements between Iranian and American delegations in Geneva, which falls under diplomacy.",23.8
qwen3.6:35b,Tasnimnews,440045,https://t.me/Tasnimnews/440045,domestic_politics,,mourning_commemoration,neutral,mournful,"The post describes the severe psychological trauma of a child survivor and her mother's struggle to access mental health care, focusing on grief and suffering without explicit political blame or calls to action.",7.9
qwen3.6:35b,Tasnimnews,400268,https://t.me/Tasnimnews/400268,ideology_propaganda,domestic_politics,ideology_propaganda,threatening,mobilizing,"The post reports on a pro-government rally ('night gathering') where participants chant slogans, which serves to mobilize support for the regime and armed forces.",4.4
qwen3.6:35b,Tasnimnews,389772,https://t.me/Tasnimnews/389772,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post is a commemorative tribute to a deceased military commander, focusing on his role and image as a martyr, which fits the mourning_commemoration topic; the tone is neutral as it lacks explicit grief language or evaluative celebration.",4.9
qwen3.6:35b,Tasnimnews,409301,https://t.me/Tasnimnews/409301,resistance_axis,,resistance_axis,neutral,neutral,"The post analyzes a military project ('Yellow Line') in Lebanon, which falls under the resistance_axis topic as it concerns events involving Hezbollah/Lebanon.",4.8
qwen3.6:35b,Tasnimnews,387209,https://t.me/Tasnimnews/387209,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports a factual announcement regarding an upcoming official visit by the Chinese President to the US, which falls under international relations.",5.3
qwen3.6:35b,Tasnimnews,385717,https://t.me/Tasnimnews/385717,domestic_politics,economy,economy,neutral,neutral,"The post discusses the delay in urea barter agreements and their impact on essential goods imports, which is a core economic issue regarding trade and supply chains.",5.1
qwen3.6:35b,Tasnimnews,385217,https://t.me/Tasnimnews/385217,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on the trial of individuals accused of killing a police officer during protests, using accusatory language like 'rioters' and 'bloodshed crimes' to condemn the attackers without a final verdict being reported.",5.4
qwen3.6:35b,Tasnimnews,411339,https://t.me/Tasnimnews/411339,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post commemorates the death anniversary of a specific individual (Shiroudi) with images and audio, focusing on remembrance rather than political ideology or military action.",4.5
qwen3.6:35b,Tasnimnews,439631,https://t.me/Tasnimnews/439631,diplomacy,domestic_politics,domestic_politics,neutral,neutral,"The post reports on President Pezeshkian's speech regarding the government's efforts and criticism of opponents, which is a domestic political statement.",4.8
qwen3.6:35b,Tasnimnews,408140,https://t.me/Tasnimnews/408140,other,,other,neutral,neutral,"The post reports FIFA President's statement regarding Iran's participation in the World Cup, which is a sports event.",4.2
qwen3.6:35b,Tasnimnews,415257,https://t.me/Tasnimnews/415257,diplomacy,,foreign_affairs,neutral,neutral,"The post reports on a diplomatic meeting between Iranian and Kyrgyz officials regarding SCO events, which falls under foreign relations.",3.9
qwen3.6:35b,Tasnimnews,436718,https://t.me/Tasnimnews/436718,domestic_politics,diplomacy,economy,neutral,neutral,"The post reports on the President's statement regarding external pressure and sanctions, which is a factual account of government actions and economic conditions.",5.1
qwen3.6:35b,Tasnimnews,424689,https://t.me/Tasnimnews/424689,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on an attack by Hezbollah, which falls under the resistance_axis topic, and uses neutral language to describe the event without explicit grief or triumph.",4.8
qwen3.6:35b,Tasnimnews,391479,https://t.me/Tasnimnews/391479,foreign_affairs,,mourning_commemoration,neutral,neutral,"The post reports on the killing of mourners by Pakistani security forces, focusing on the event of their death and martyrdom rather than diplomatic relations or military strategy.",4.6
qwen3.6:35b,Tasnimnews,438176,https://t.me/Tasnimnews/438176,resistance_axis,,resistance_axis,mobilizing,neutral,"The post reports on a statement by Hezbollah's Secretary-General regarding the war in Lebanon and calls for reliance on the 'axis of resistance', which falls under the resistance_axis topic.",4.8
qwen3.6:35b,Tasnimnews,441571,https://t.me/Tasnimnews/441571,foreign_affairs,resistance_axis,resistance_axis,neutral,neutral,"The post reports on a provocative action by an Israeli official at Al-Aqsa, which falls under the resistance axis topic as it concerns events in Gaza/Lebanon/Syria/Iraq contexts involving the conflict with Israel.",5.4
qwen3.6:35b,Tasnimnews,386587,https://t.me/Tasnimnews/386587,ideology_propaganda,,ideology_propaganda,triumphant,triumphant,"The post frames athletes' participation in sports as a successful counter to enemy plots and celebrates the enduring strength of the Islamic Republic, which aligns with triumphant tone and ideology_propaganda topic.",5.0
qwen3.6:35b,Tasnimnews,387726,https://t.me/Tasnimnews/387726,ideology_propaganda,,military,accusatory,accusatory,"The post explicitly labels the US President and Netanyahu as 'real terrorists' and uses aggressive language ('draw your own line'), which constitutes an explicit negative claim blaming them with criminal terms.",5.0
qwen3.6:35b,Tasnimnews,415143,https://t.me/Tasnimnews/415143,military,,military,accusatory,accusatory,"The post reports on the involvement of Saudi Arabia and Kuwait in the war against Iran, which falls under military events involving Gulf states.",5.1
qwen3.6:35b,Tasnimnews,396631,https://t.me/Tasnimnews/396631,military,,military,triumphant,neutral,"The post reports the interception and destruction of enemy drones by Iran's armed forces, which falls under military operations.",4.7
qwen3.6:35b,Tasnimnews,420787,https://t.me/Tasnimnews/420787,other,,mourning_commemoration,neutral,neutral,"The post describes the cleaning of a shrine in preparation for the month of Muharram, which is a religious ritual and commemoration activity.",4.5
qwen3.6:35b,Tasnimnews,410500,https://t.me/Tasnimnews/410500,diplomacy,,diplomacy,neutral,neutral,"The post analyzes Trump's negotiation tactics and the lack of trust in US-Iran relations, which falls under diplomacy; the tone is neutral as it offers analytical commentary without explicit threats, accusations, or calls to action.",5.3
qwen3.6:35b,Tasnimnews,387118,https://t.me/Tasnimnews/387118,military,,military,neutral,neutral,"The post reports on the analysis of American experts regarding Iran's missile capabilities, which falls under military topics.",4.0
qwen3.6:35b,Tasnimnews,440199,https://t.me/Tasnimnews/440199,economy,diplomacy,economy,neutral,neutral,"The post discusses the Central Bank Governor's response to economic sanctions and currency supply, focusing on financial stability and market capabilities.",4.9
qwen3.6:35b,farsna,450860,https://t.me/farsna/450860,domestic_politics,,ideology_propaganda,neutral,triumphant,"The post praises the unprecedented unity among Iran's executive, judicial, and legislative branches for pursuing national rights, which aligns with promoting regime cohesion and ideology.",5.6
qwen3.6:35b,farsna,426845,https://t.me/farsna/426845,diplomacy,foreign_affairs,foreign_affairs,neutral,neutral,"The post reports on contradictory statements by Trump regarding the Strait of Hormuz, which is a factual news item about foreign affairs and economic/strategic implications.",4.7
qwen3.6:35b,farsna,443732,https://t.me/farsna/443732,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on casualties in Lebanon caused by Israeli attacks, which falls under the resistance_axis topic as it concerns events involving Hezbollah/Gaza/Palestinian groups/Iraqi militias/Syria/Houthis/Lebanon.",5.3
qwen3.6:35b,farsna,453577,https://t.me/farsna/453577,military,,military,neutral,neutral,"The post reports on military damage inflicted on US bases in Iraq, which falls under the definition of war events involving Iran and its allies.",4.5
qwen3.6:35b,farsna,418311,https://t.me/farsna/418311,military,,military,neutral,neutral,"The post reports on a missile strike in Abu Dhabi and the failure of Patriot defenses, which constitutes a military event involving Gulf states directly or indirectly involved in the war.",4.5
qwen3.6:35b,farsna,449806,https://t.me/farsna/449806,economy,foreign_affairs,economy,accusatory,neutral,"The post reports on Brazilian President's warning about food prices resulting from the war, which is a market/economic development.",4.3
qwen3.6:35b,farsna,408369,https://t.me/farsna/408369,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the status of Babak Zanjani's debt repayment deadline and the uncertainty surrounding its fate, which is a matter of legal proceedings and government/judicial action.",4.8
qwen3.6:35b,farsna,431084,https://t.me/farsna/431084,ideology_propaganda,,ideology_propaganda,triumphant,triumphant,"The post celebrates the 'victorious nation' and references a narrative of victory associated with martyrs, which fits the triumphant tone criteria.",4.9
qwen3.6:35b,farsna,448815,https://t.me/farsna/448815,other,,other,neutral,mournful,"The post contains poetic verses expressing longing and sorrow for a separated individual, which aligns with the mournful tone definition regarding expressions of grief or pain.",5.0
qwen3.6:35b,farsna,430121,https://t.me/farsna/430121,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a shooting incident in the United States, which is an event in another country with no direct involvement of Iran or the resistance axis.",4.5
qwen3.6:35b,farsna,421766,https://t.me/farsna/421766,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post reports on a public ceremony honoring two martyrs, which falls under the topic of mourning and commemoration.",4.4
qwen3.6:35b,farsna,447376,https://t.me/farsna/447376,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post provides logistical details regarding the funeral procession of the late Supreme Leader, which falls under mourning and commemoration.",4.1
qwen3.6:35b,farsna,443069,https://t.me/farsna/443069,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports a statement by the US Vice President regarding the origin of weapons used by Israel, which is factual reporting on international relations and military supply chains.",4.6
qwen3.6:35b,farsna,440606,https://t.me/farsna/440606,military,,military,neutral,neutral,"The post reports a directive from the Israeli Home Front Command regarding sheltering and avoiding gatherings, which is a factual report of military/civil defense measures in Israel related to the ongoing war.",4.7
qwen3.6:35b,farsna,452509,https://t.me/farsna/452509,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the operational adjustment of border gates for pilgrims, which is a factual announcement regarding public services and infrastructure management.",4.3
qwen3.6:35b,farsna,414654,https://t.me/farsna/414654,foreign_affairs,military,military,accusatory,accusatory,"The post claims that Israeli agents are secretly conducting bombing operations in Gulf states, explicitly accusing them of deception and aggression against their supposed allies.",5.4
qwen3.6:35b,farsna,412101,https://t.me/farsna/412101,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports the arrest of individuals labeled as 'monarchists' and 'terrorist elements' by IRGC sources, which fits the definition of accusatory tone regarding political opponents without a final court verdict.",5.2
qwen3.6:35b,farsna,426266,https://t.me/farsna/426266,military,,military,neutral,neutral,"The post reports on a US military aircraft being shot down in the Middle East, which falls under war events involving Iran's adversaries and is classified as military; the tone is neutral factual reporting.",5.1
qwen3.6:35b,farsna,442395,https://t.me/farsna/442395,military,resistance_axis,military,threatening,neutral,"The post discusses the strategic control of the Bab el-Mandeb strait by the 'resistance' and implies future operational capability, which falls under military cooperation within the context of the war involving Iran.",4.8
qwen3.6:35b,farsna,454547,https://t.me/farsna/454547,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on Russian missile attacks in Kyiv, which are events inside another country with no direct involvement from Iran or the resistance axis.",4.2
qwen3.6:35b,farsna,432280,https://t.me/farsna/432280,economy,,economy,neutral,neutral,"The post reports on financial losses of US pension funds and market drops caused by the war, focusing on monetary amounts and market developments.",4.6
qwen3.6:35b,farsna,416887,https://t.me/farsna/416887,military,diplomacy,foreign_affairs,accusatory,accusatory,"The post reports on Trump's statements and explicitly condemns them using strong negative language ('insulting remarks', 'worst people on earth'), which fits the definition of accusatory tone.",5.9
qwen3.6:35b,farsna,428494,https://t.me/farsna/428494,military,foreign_affairs,military,accusatory,mobilizing,"The post quotes Alex Jones claiming that Iran will resist and not fall, which constitutes a 'we' statement of determination or collective commitment to stand firm.",4.6
qwen3.6:35b,farsna,458129,https://t.me/farsna/458129,economy,,economy,neutral,neutral,"The post reports on the depletion of US strategic oil reserves, focusing on specific quantities and market implications, which classifies as economy; the tone is factual reporting without explicit emotional or evaluative language.",4.9
qwen3.6:35b,farsna,424058,https://t.me/farsna/424058,domestic_politics,,domestic_politics,neutral,neutral,"The post reports a government decision by the Ministry of Sports to ban travel for sports teams to hostile countries, which falls under domestic politics as it concerns state authority acting within Iran.",4.8
qwen3.6:35b,iribnews,356242,https://t.me/iribnews/356242,domestic_politics,economy,domestic_politics,neutral,neutral,"The post reports on the Ministry of Defense's statement regarding the daily need for explosives for mines and the facilitation of their import, which concerns government decisions and internal infrastructure support.",5.3
qwen3.6:35b,iribnews,318585,https://t.me/iribnews/318585,military,,military,neutral,neutral,"The post reports factual data from US CENTCOM regarding the number of Iranian missiles and drones launched, which constitutes a neutral report on military operations.",4.9
qwen3.6:35b,iribnews,329247,https://t.me/iribnews/329247,military,,military,triumphant,neutral,"The post reports on US officials' claims regarding air superiority before an Iranian military action, which falls under the topic of armed force and military events.",4.2
qwen3.6:35b,iribnews,339084,https://t.me/iribnews/339084,diplomacy,,diplomacy,neutral,neutral,"The post reports on the Foreign Minister's statement regarding the management of the Strait of Hormuz and ongoing consultations with Oman, which constitutes a foreign-policy position and diplomatic engagement.",6.0
qwen3.6:35b,iribnews,320271,https://t.me/iribnews/320271,domestic_politics,,other,neutral,neutral,"The post provides safety instructions regarding toxic effects of fuel tank explosions, which falls under the 'other' topic as it concerns accidents and public safety rather than political or military events.",5.0
qwen3.6:35b,iribnews,353675,https://t.me/iribnews/353675,economy,diplomacy,economy,threatening,neutral,"The post reports on US actions and plans regarding oil revenues from Venezuela and Iran, which falls under the topic of economy due to the focus on money and markets.",4.6
qwen3.6:35b,iribnews,313750,https://t.me/iribnews/313750,domestic_politics,,domestic_politics,neutral,neutral,"The post announces the resumption of commercial flights, which is a factual report on public services and transportation logistics.",4.1
qwen3.6:35b,iribnews,350290,https://t.me/iribnews/350290,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post reports the arrival of the late Supreme Leader's body at the Imam Hussein shrine, which is a specific event related to mourning and commemoration.",4.9
qwen3.6:35b,iribnews,337487,https://t.me/iribnews/337487,economy,,economy,neutral,neutral,"The post discusses the disruption of trade routes, shipping lines, and oil exporters due to the Strait of Hormuz crisis, focusing on economic impacts like insurance costs and capacity challenges.",5.1
qwen3.6:35b,iribnews,329525,https://t.me/iribnews/329525,other,economy,other,neutral,neutral,"The post reports factual statistics about tourism numbers in West Azerbaijan province, which falls under culture and general information.",3.8
qwen3.6:35b,iribnews,344063,https://t.me/iribnews/344063,other,,ideology_propaganda,neutral,neutral,"The post announces a maintenance activity (washing the dome of a shrine) in preparation for the month of Muharram, which is a factual report about religious infrastructure and events.",5.9
qwen3.6:35b,iribnews,329437,https://t.me/iribnews/329437,military,,military,triumphant,triumphant,"The post explicitly celebrates the 'heroic operation' and 'certain victory' of Iranian forces while describing the enemy's defeat as 'humiliating', which fits the triumphant tone definition.",5.3
qwen3.6:35b,iribnews,357781,https://t.me/iribnews/357781,economy,,economy,neutral,neutral,"The post reports on trade statistics (imports and exports) stated by the Minister of Industry, Mine and Trade, which falls under economic indicators.",4.1
qwen3.6:35b,iribnews,358956,https://t.me/iribnews/358956,foreign_affairs,,economy,neutral,neutral,"The post reports on a specific financial transaction (a 3 billion euro arms deal) between Greece and Israel, focusing on the monetary value and trade agreement rather than military operations or diplomatic negotiations.",4.8
qwen3.6:35b,iribnews,347981,https://t.me/iribnews/347981,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post announces the schedule and organizational details for the funeral procession of the late Supreme Leader, which is a commemoration event.",4.9
qwen3.6:35b,iribnews,315925,https://t.me/iribnews/315925,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on a court sentencing of an individual, which falls under the domain of judicial actions and internal security.",4.2
qwen3.6:35b,iribnews,357169,https://t.me/iribnews/357169,other,,other,neutral,neutral,The post reports a natural event (earthquake) without political or military context.,4.0
qwen3.6:35b,iribnews,335302,https://t.me/iribnews/335302,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports a statement by the UK Prime Minister regarding his country's foreign policy and stance on war, which falls under international relations.",5.0
qwen3.6:35b,iribnews,354020,https://t.me/iribnews/354020,domestic_politics,,domestic_politics,neutral,neutral,"The post announces a logistical improvement (online passenger status tracking) for the Arbaeen pilgrimage, which is an administrative service announcement rather than a political or ideological statement.",4.6
qwen3.6:35b,iribnews,353086,https://t.me/iribnews/353086,diplomacy,,diplomacy,threatening,threatening,"The post reports on the Foreign Minister's criticism of US policy and officials, which falls under diplomacy, and contains a warning that the US President will 'pay a heavy price' if he seeks a deal, which constitutes a threatening tone.",5.3
qwen3.6:35b,iribnews,352073,https://t.me/iribnews/352073,military,,military,neutral,neutral,"The post reports on the activation of air raid sirens and shelter instructions in Bahrain, which is a Gulf state directly involved in the war involving Iran; such events fall under the military topic definition.",4.6
qwen3.6:35b,iribnews,327680,https://t.me/iribnews/327680,military,foreign_affairs,military,neutral,neutral,"The post describes the US-Israel war as 'genocide' and 'aggression', but per rule 8, these are descriptive terms that do not constitute an accusatory tone on their own.",4.4
qwen3.6:35b,iribnews,333345,https://t.me/iribnews/333345,diplomacy,military,military,triumphant,triumphant,"The post explicitly states that the US failed in its war objectives and could not protect its bases, which constitutes a claim of enemy failure/humiliation.",350.7
qwen3.6:35b,iribnews,349202,https://t.me/iribnews/349202,mourning_commemoration,,mourning_commemoration,neutral,mournful,"The post describes a public mourning event (visiting the body of the deceased Supreme Leader) and uses language ('first and last meeting') that emphasizes grief and remembrance, fitting the mournful tone.",6.8
qwen3.6:35b,iribnews,329787,https://t.me/iribnews/329787,diplomacy,,diplomacy,neutral,neutral,"The post reports on a diplomatic letter from Iran's Atomic Energy Organization to the IAEA regarding an attack on the Bushehr nuclear plant, focusing on the formal complaint and legal arguments rather than military operations or threats.",7.8
qwen3.6:35b,irna_1313,390281,https://t.me/irna_1313/390281,other,,other,neutral,neutral,"The post is a weather forecast providing meteorological information, which falls under the 'other' topic category.",3.7
qwen3.6:35b,irna_1313,418067,https://t.me/irna_1313/418067,economy,,economy,neutral,neutral,"The post reports specific numerical data regarding the rise of the Tehran Stock Market index, which falls under the definition of economy.",3.7
qwen3.6:35b,irna_1313,420907,https://t.me/irna_1313/420907,other,,other,neutral,neutral,"The post provides religious prayer times and a quote, which falls under the 'other' category as it does not fit the specific political or social topics defined.",3.9
qwen3.6:35b,irna_1313,389625,https://t.me/irna_1313/389625,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on a statement by a government official regarding family policies and social challenges, which falls under domestic governance.",4.4
qwen3.6:35b,irna_1313,446034,https://t.me/irna_1313/446034,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a geopolitical incident involving Turkey and Israel in the Mediterranean, which is an event between other countries with no direct involvement from Iran.",4.4
qwen3.6:35b,irna_1313,415696,https://t.me/irna_1313/415696,other,,other,neutral,neutral,"The post reports on fans entering a stadium for the World Cup opening ceremony, which falls under sports and culture.",4.2
qwen3.6:35b,irna_1313,389097,https://t.me/irna_1313/389097,ideology_propaganda,,ideology_propaganda,neutral,neutral,"The post reports on a pro-government rally commemorating the anniversary of the Islamic Revolution, which aligns with the definition of ideology_propaganda.",4.5
qwen3.6:35b,irna_1313,405007,https://t.me/irna_1313/405007,other,,other,neutral,neutral,"The post commemorates the Red Crescent and Red Cross Day, focusing on the humanitarian work of volunteers during crises without using mournful or triumphant language.",4.4
qwen3.6:35b,irna_1313,443511,https://t.me/irna_1313/443511,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the President's directive to government officials to reduce fuel consumption and cut back on official vehicles, which is a government decision regarding internal resource management.",4.0
qwen3.6:35b,irna_1313,443117,https://t.me/irna_1313/443117,domestic_politics,diplomacy,ideology_propaganda,mobilizing,mobilizing,"The post contains a direct call to 'all podium holders and pen-wielders' to support officials and preserve unity, which fits the definition of mobilizing tone.",4.7
qwen3.6:35b,irna_1313,386139,https://t.me/irna_1313/386139,economy,,economy,neutral,neutral,"The post reports specific exchange rate changes for major currencies, which falls under the definition of economy.",4.2
qwen3.6:35b,irna_1313,421393,https://t.me/irna_1313/421393,other,,other,neutral,neutral,"The post provides religious prayer times and a quote from Imam Jawad, which falls under the 'other' category as it is not primarily about politics, economy, or military events.",4.1
qwen3.6:35b,irna_1313,404884,https://t.me/irna_1313/404884,other,,other,neutral,neutral,"The post reports on the successful capture and release of a wild cat in a national park, which falls under nature/wildlife conservation.",4.1
qwen3.6:35b,irna_1313,428159,https://t.me/irna_1313/428159,military,,military,neutral,neutral,"The post reports on enemy missile strikes hitting specific locations in Bushehr, which falls under the definition of military events involving attacks and damage.",5.2
qwen3.6:35b,irna_1313,406101,https://t.me/irna_1313/406101,other,,other,neutral,neutral,"The post provides general health information about distinguishing between grief and depression, which falls under science/health rather than political or military topics.",4.3
qwen3.6:35b,irna_1313,439115,https://t.me/irna_1313/439115,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on government-provided free healthcare services and insurance coverage for specific groups, which falls under public services and internal government actions.",4.5
qwen3.6:35b,irna_1313,426137,https://t.me/irna_1313/426137,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,"The post reports on a commemorative event and shares anecdotes about the late Supreme Leader during his funeral ceremonies, focusing on remembrance rather than political action or ideology.",4.3
qwen3.6:35b,irna_1313,412493,https://t.me/irna_1313/412493,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on Hamas's statement regarding the failure of international efforts to stop killings in Gaza, which falls under the resistance_axis topic; the tone is neutral as it describes a political assessment without explicit grief, threats, or mobilization calls.",4.8
qwen3.6:35b,irna_1313,418220,https://t.me/irna_1313/418220,economy,diplomacy,economy,neutral,neutral,"The post reports on statements by the Central Bank Governor regarding trade volumes and economic cooperation with Russia, which falls under economy.",3.8
qwen3.6:35b,irna_1313,403042,https://t.me/irna_1313/403042,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on a meeting between the Minister of Culture and a war veteran, which is an official government activity regarding internal social or welfare matters.",4.9
qwen3.6:35b,irna_1313,429114,https://t.me/irna_1313/429114,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the arrest of individuals by prosecutors for violating public decency, which falls under domestic politics and internal security.",4.5
qwen3.6:35b,irna_1313,435287,https://t.me/irna_1313/435287,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the arrangement of a special flight for the Arbaeen pilgrimage, which is a public service announcement regarding religious travel logistics.",4.5
qwen3.6:35b,irna_1313,419716,https://t.me/irna_1313/419716,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on the German Defense Minister's statement blaming Trump for the Strait of Hormuz closure, which is a factual report of a foreign official's comment rather than an explicit threat or accusation by Iran.",5.1
qwen3.6:35b,irna_1313,398807,https://t.me/irna_1313/398807,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post announces a ceremony for the 40th day of the martyrdom of the late Supreme Leader, which falls under mourning and commemoration.",3.9
qwen3.6:35b,irna_1313,392722,https://t.me/irna_1313/392722,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on direct combat between Lebanese resistance forces and Israeli soldiers in Khayyam, which falls under the resistance_axis topic as it concerns Hezbollah/Lebanon without Iran being the acting party.",4.8
qwen3.6:35b,jamarannews,531595,https://t.me/jamarannews/531595,other,,other,neutral,neutral,"The post reports on a football match score, which falls under the sports category.",3.4
qwen3.6:35b,jamarannews,507221,https://t.me/jamarannews/507221,diplomacy,,foreign_affairs,neutral,neutral,"The post explicitly denies the accuracy of a report regarding Ali Larijani's travel to Muscat, which is a matter of foreign relations and diplomatic movements.",4.5
